Diagnosis,Model,XAI_Method,Feature,Reduced Feature,Score,ABS Score,Normalized Score (0-1)
diabetesDiagnosis,NN,Saliency,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.016330844,0.016330844,0.018432664
cancerDiagnosis17,Ensemble,LIME,#NAME?,#NAME?,-0.014400016,0.014400016,0.018411369
cancerDiagnosedskinunknownType17,XGB,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.005782918,0.005782918,0.018405472
cancerDiagnosedSkinMelanoma17,Ensemble,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.025352717,0.025352717,0.018401038
adhdaddDiagnosis517,DT,LIME,sdoh12MosNoTransDaily <= -0.58,sdoh12MosNoTransDaily,-0.014375244,0.014375244,0.018379696
typeOfArthritisDiagnosed17,Ensemble,Feature_Ablation,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.005772931,0.005772931,0.018373686
adhdaddDiagnosis517,Ensemble,Feature_Ablation,sdohHowOftenStress,sdohHowOftenStress,0.005768364,0.005768364,0.01835915
arthritisDiagnosis17,XGB,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.00383018,0.00383018,0.018345351
cancerDiagnosedCervical17,DT,Permutation_Importance,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.003829787,0.003829787,0.018343469
asthmaDiagnosis,NN,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,0.005757763,0.005757763,0.01832541
asthmaDiagnosis,XGB,Feature_Ablation,sdohFeelLackCompanionship,sdohFeelLackCompanionship,0.005757763,0.005757763,0.01832541
cancerDiagnosedSkinnonmelano17,NN,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.005756431,0.005756431,0.018321171
cancerDiagnosedOther17,Ensemble,Feature_Ablation,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.005754878,0.005754878,0.018316228
cancerDiagnosedColon17,XGB,Permutation_Importance,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.003823295,0.003823295,0.018312374
cancerDiagnosedLung17,NN,Feature_Ablation,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.005752212,0.005752212,0.018307743
highCholesterolDiagnosis17,DT,SHAP,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.025199939,0.025199939,0.018290151
emphysemaDiagnosis17,Ensemble,Feature_Ablation,sdohHowOftenStress,sdohHowOftenStress,0.005744032,0.005744032,0.018281708
dcsDiabetesDiagnosisByHealthProf,NN,Integrated_Gradients,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.02054229,0.02054229,0.018265703
cancerDiagnosedskinunknownType17,Ensemble,SHAP,sdohRelationshipRespondentToAdult,sdohRelationshipRespondentToAdult,0.025165857,0.025165857,0.018265414
cancerDiagnosedOther17,Ensemble,Permutation_Importance,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.003812607,0.003812607,0.018261182
cancerDiagnosis17,Ensemble,SHAP,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.025159002,0.025159002,0.018260439
arthritisDiagnosis17,XGB,Permutation_Importance,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.003807107,0.003807107,0.018234839
cancerDiagnosedSkinMelanoma17,NN,Saliency,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,0.016153635,0.016153635,0.018232647
arthritisDiagnosis17,NN,Saliency,sdohHelpFromCommunity,sdohHelpFromCommunity,0.016149513,0.016149513,0.018227995
cancerDiagnosedOther17,NN,Saliency,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.016147045,0.016147045,0.018225209
cancerDiagnosis17,XGB,Permutation_Importance,sdohHowHardPayBasics,sdohHowHardPayBasics,0.003804562,0.003804562,0.018222649
cancerDiagnosedSkinnonmelano17,NN,Integrated_Gradients,sdohHowOftenChildHurt,sdohHowOftenChildHurt,-0.020459512,0.020459512,0.018192099
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohHelpFromFamily,sdohHelpFromFamily,0.003796677,0.003796677,0.018184883
anginaDiagnosis17,NN,Saliency,sdohHelpFromCommunity,sdohHelpFromCommunity,0.016108759,0.016108759,0.018181996
dcsDiabetesDiagnosisByHealthProf,XGB,Feature_Ablation,sdohHowOftenInsulted,sdohHowOftenInsulted,0.005712145,0.005712145,0.018180221
cancerDiagnosedskinunknownType17,Ensemble,SHAP,sdohMeetingsPerYear,sdohMeetingsPerYear,0.025043395,0.025043395,0.018176531
typeOfArthritisDiagnosed17,NN,Integrated_Gradients,sdohHomeProblemCook,sdohHomeProblemCook,0.020430371,0.020430371,0.018166187
cancerDiagnosedColon17,Ensemble,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.025026861,0.025026861,0.018164531
typeOfArthritisDiagnosed17,XGB,LIME,sdohHowOftenChildInsult > 0.11,sdohHowOftenChildInsult,0.014187343,0.014187343,0.018139453
asthmaDiagnosis,Ensemble,Permutation_Importance,sdohHomeProblemCook,sdohHomeProblemCook,0.003783673,0.003783673,0.018122598
typeOfArthritisDiagnosed17,XGB,Permutation_Importance,sdohHowOftenAbused18,sdohHowOftenAbused18,0.003775314,0.003775314,0.018082561
typeOfArthritisDiagnosed17,XGB,Feature_Ablation,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.005681298,0.005681298,0.018082043
strokeDiagnosis17,NN,Integrated_Gradients,sdohLivedWithSplitHome18,sdohLivedWithSplitHome18,0.020314086,0.020314086,0.01806279
cancerDiagnosedCervical17,DT,Feature_Ablation,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.005673759,0.005673759,0.018058048
diabetesDiagnosis,Ensemble,Permutation_Importance,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,0.00376907,0.00376907,0.018052654
emphysemaDiagnosis17,Ensemble,LIME,sdohHelpFromFamily > 0.36,sdohHelpFromFamily,-0.014117418,0.014117418,0.018050049
adhdaddDiagnosis517,NN,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.003767463,0.003767463,0.018044957
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohHowOftenForced,sdohHowOftenForced,0.005669236,0.005669236,0.018043653
cancerDiagnosedUterine17,NN,Feature_Ablation,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.005669236,0.005669236,0.018043653
cancerDiagnosedSkinMelanoma17,XGB,Permutation_Importance,sdohHowOftenChildInsult,sdohHowOftenChildInsult,0.00376584,0.00376584,0.018037183
cancerDiagnosedSkinnonmelano17,XGB,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,-0.005666487,0.005666487,0.018034903
cancerDiagnosedSkinnonmelano17,NN,Feature_Ablation,sdohDiscriminationInHousing,sdohDiscriminationInHousing,0.005666487,0.005666487,0.018034903
anginaDiagnosis17,NN,Saliency,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,-0.015974805,0.015974805,0.018030801
cancerDiagnosedOther17,XGB,Feature_Ablation,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,-0.005664958,0.005664958,0.018030037
cancerDiagnosedOther17,XGB,Feature_Ablation,sdohFeelLeftOut,sdohFeelLeftOut,0.005664958,0.005664958,0.018030037
cancerDiagnosedOther17,XGB,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.005664958,0.005664958,0.018030037
cancerDiagnosedLung17,NN,Feature_Ablation,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.005663717,0.005663717,0.018026087
cancerDiagnosedLung17,Ensemble,Feature_Ablation,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.005663717,0.005663717,0.018026087
cancerDiagnosedLung17,NN,Feature_Ablation,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,0.005663717,0.005663717,0.018026087
cancerDiagnosedBreast17,DT,Feature_Ablation,sdohDateCompletedMonth,sdohDateCompletedMonth,0.005655296,0.005655296,0.017999285
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohHowHardPayBasics,sdohHowHardPayBasics,0.005654946,0.005654946,0.017998171
asthmaDiagnosis,NN,Feature_Ablation,sdohHomeProblemLead,sdohHomeProblemLead,0.005654946,0.005654946,0.017998171
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohHomeProblemCook,sdohHomeProblemCook,0.005654946,0.005654946,0.017998171
asthmaDiagnosis,NN,Feature_Ablation,sdoh12MosPayUtilityLate,sdoh12MosPayUtilityLate,0.005654946,0.005654946,0.017998171
cancerDiagnosis17,NN,Integrated_Gradients,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,-0.020232636,0.020232636,0.017990366
cancerDiagnosis17,XGB,Permutation_Importance,sdohHowOftenAskedToTouch,sdohHowOftenAskedToTouch,0.003755407,0.003755407,0.017987212
cancerDiagnosedCervical17,DT,SHAP,sdohFeelLeftOut,sdohFeelLeftOut,0.024771861,0.024771861,0.017979452
cancerDiagnosedOther17,Ensemble,SHAP,sdohDateCompletedMonth,sdohDateCompletedMonth,0.024753564,0.024753564,0.017966172
cancerDiagnosedSkinnonmelano17,DT,Permutation_Importance,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.003750675,0.003750675,0.017964548
adhdaddDiagnosis517,NN,Permutation_Importance,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.003749437,0.003749437,0.017958618
cancerDiagnosedBreast17,DT,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.024703613,0.024703613,0.017929917
asthmaDiagnosis,XGB,Permutation_Importance,sdohDiscriminationInHousing,sdohDiscriminationInHousing,0.003742546,0.003742546,0.017925612
cancerDiagnosedSkinnonmelano17,NN,Saliency,sdohNoHomeProblems,sdohNoHomeProblems,0.015872994,0.015872994,0.017915887
typeOfArthritisDiagnosed17,NN,Integrated_Gradients,sdohMeetingsPerYear,sdohMeetingsPerYear,-0.020137394,0.020137394,0.017905679
cancerDiagnosedSkinMelanoma17,DT,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.005621988,0.005621988,0.017893275
dcsDiabetesDiagnosisByHealthProf,Ensemble,Feature_Ablation,sdohDiscriminationInHealthcare,sdohDiscriminationInHealthcare,0.005618504,0.005618504,0.017882186
arthritisDiagnosis17,XGB,Permutation_Importance,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.00372635,0.00372635,0.017848039
strokeDiagnosis17,XGB,Feature_Ablation,sdohPlacesForHealthyFood,sdohPlacesForHealthyFood,0.005607648,0.005607648,0.017847635
cancerDiagnosedCervical17,DT,SHAP,sdohHelpFromCommunity,sdohHelpFromCommunity,0.024580457,0.024580457,0.01784053
cancerDiagnosedskinunknownType17,Ensemble,Feature_Ablation,sdohHowOftenInsulted,sdohHowOftenInsulted,0.005604982,0.005604982,0.01783915
cancerDiagnosedCervical17,DT,SHAP,sdohHowOftenForced,sdohHowOftenForced,0.024556248,0.024556248,0.017822959
dcsDiabetesDiagnosisByHealthProf,NN,Integrated_Gradients,sdohPlacesForParksplay,sdohPlacesForParksplay,0.020039324,0.020039324,0.017818478
cancerDiagnosis17,NN,Integrated_Gradients,sdoh12MosWorriedAboutFood,sdoh12MosWorriedAboutFood,0.02003829,0.02003829,0.017817559
cancerDiagnosedCervical17,NN,Saliency,sdohHomeProblemPests,sdohHomeProblemPests,-0.01577781,0.01577781,0.017808453
typeOfArthritisDiagnosed17,XGB,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.005589664,0.005589664,0.017790396
typeOfArthritisDiagnosed17,XGB,Feature_Ablation,sdoh12MosContactCollection,sdoh12MosContactCollection,0.005589664,0.005589664,0.017790396
cancerDiagnosedColon17,DT,Feature_Ablation,sdohHowOftenHurtByOthers,sdohHowOftenHurtByOthers,0.005588574,0.005588574,0.017786927
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohHomeProblemCook,sdohHomeProblemCook,0.003713384,0.003713384,0.017785935
adhdaddDiagnosis517,DT,Feature_Ablation,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.005588103,0.005588103,0.017785428
cancerDiagnosedCervical17,NN,Feature_Ablation,sdoh12MosContactCollection,sdoh12MosContactCollection,0.005585106,0.005585106,0.01777589
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.005583807,0.005583807,0.017771755
diabetesDiagnosis,Ensemble,Feature_Ablation,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,0.005583807,0.005583807,0.017771755
diabetesDiagnosis,XGB,Feature_Ablation,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.005583807,0.005583807,0.017771755
anginaDiagnosis17,NN,Saliency,sdohDateCompletedYear,sdohDateCompletedYear,0.015734587,0.015734587,0.017759667
cancerDiagnosedSkinnonmelano17,NN,Saliency,sdohLivedWithSentenced18,sdohLivedWithSentenced18,0.015733548,0.015733548,0.017758494
cancerDiagnosedLung17,XGB,Feature_Ablation,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.005575221,0.005575221,0.017744428
anginaDiagnosis17,Ensemble,Feature_Ablation,sdohHowOftenChildTouched,sdohHowOftenChildTouched,0.005574537,0.005574537,0.017742251
highCholesterolDiagnosis17,Ensemble,SHAP,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,0.024442355,0.024442355,0.017740296
cancerDiagnosis17,XGB,LIME,#NAME?,#NAME?,0.013871177,0.013871177,0.017735214
cancerDiagnosedSkinnonmelano17,NN,Saliency,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.015705762,0.015705762,0.017727132
cancerDiagnosedBreast17,XGB,Feature_Ablation,sdohHelpFromFriends,sdohHelpFromFriends,0.00556553,0.00556553,0.017713584
cancerDiagnosedBreast17,XGB,Feature_Ablation,sdohHelpFromFamily,sdohHelpFromFamily,0.00556553,0.00556553,0.017713584
emphysemaDiagnosis17,Ensemble,Feature_Ablation,sdohHelpFromFamily,sdohHelpFromFamily,0.005564531,0.005564531,0.017710405
arthritisDiagnosis17,DT,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.024381809,0.024381809,0.017696351
cancerDiagnosedBladder17,Ensemble,SHAP,sdohAffordableHousing,sdohAffordableHousing,0.024381761,0.024381761,0.017696316
cancerDiagnosedSkinMelanoma17,DT,Permutation_Importance,sdohPlacesForParksplay,sdohPlacesForParksplay,0.003694449,0.003694449,0.017695243
arthritisDiagnosis17,XGB,Permutation_Importance,sdohHomeProblemSmokeDetector,sdohHomeProblemSmokeDetector,0.00369174,0.00369174,0.017682268
cancerDiagnosedSkinMelanoma17,NN,Saliency,sdoh12MosNoTransDaily,sdoh12MosNoTransDaily,-0.015656386,0.015656386,0.017671401
asthmaDiagnosis,Ensemble,Feature_Ablation,sdohDiscriminationApplyingServices,sdohDiscriminationApplyingServices,0.005552128,0.005552128,0.017670929
adhdaddDiagnosis517,NN,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.003686345,0.003686345,0.017656427
diabetesDiagnosis,Ensemble,SHAP,sdoh30DaysMinPerDayModExrcs,sdoh30DaysMinPerDayModExrcs,0.024321557,0.024321557,0.01765262
dcsDiabetesDiagnosisByHealthProf,XGB,Permutation_Importance,sdoh12MosThreatUtilityOff,sdoh12MosThreatUtilityOff,0.00368012,0.00368012,0.017626611
arthritisDiagnosis17,NN,Feature_Ablation,sdohMeetingsPerYear,sdohMeetingsPerYear,0.00553761,0.00553761,0.017624723
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdoh30DaysAvgDaysPerWkModExrcs,sdoh30DaysAvgDaysPerWkModExrcs,0.003679078,0.003679078,0.017621621
cancerDiagnosedSkinMelanoma17,NN,Feature_Ablation,sdohHomeProblemWaterLeaks,sdohHomeProblemWaterLeaks,0.00553275,0.00553275,0.017609254
dcsDiabetesDiagnosisByHealthProf,NN,Saliency,sdoh12MosFoodRanOut,sdoh12MosFoodRanOut,0.015583799,0.015583799,0.017589472
dcsDiabetesDiagnosisByHealthProf,Ensemble,Feature_Ablation,sdohHowOftenAbused18,sdohHowOftenAbused18,0.005524862,0.005524862,0.017584149
anginaDiagnosis17,Ensemble,LIME,sdohHelpFromFamily <= -0.09,sdohHelpFromFamily,-0.013746758,0.013746758,0.017576136
anginaDiagnosis17,NN,Saliency,sdohLivedWithMentalIllness18,sdohLivedWithMentalIllness18,-0.015559283,0.015559283,0.017561801
anginaDiagnosis17,Ensemble,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.02417665,0.02417665,0.017547447
asthmaDiagnosis,Ensemble,SHAP,sdohHowOftenStress,sdohHowOftenStress,0.024146135,0.024146135,0.017525299
cancerDiagnosis17,DT,Feature_Ablation,sdohUsedElectronicNicotineProd,sdohUsedElectronicNicotineProd,-0.005505309,0.005505309,0.017521917
cancerDiagnosis17,XGB,Feature_Ablation,sdoh12MosMissCardOrLoanPymt,sdoh12MosMissCardOrLoanPymt,-0.005505309,0.005505309,0.017521917
cancerDiagnosedCervical17,NN,Saliency,sdohSatisfiedWithLife,sdohSatisfiedWithLife,-0.015515899,0.015515899,0.017512833
asthmaDiagnosis,NN,Integrated_Gradients,sdohHowHardPayBasics,sdohHowHardPayBasics,-0.019690458,0.019690458,0.017508275
cancerDiagnosedUterine17,Ensemble,SHAP,sdohHowOftenStress,sdohHowOftenStress,0.024105526,0.024105526,0.017495825
anginaDiagnosis17,NN,Integrated_Gradients,sdohAccessPublicTransportation,sdohAccessPublicTransportation,-0.019675115,0.019675115,0.017494632
cancerDiagnosedCervical17,NN,Feature_Ablation,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,0.005496454,0.005496454,0.017493734
cancerDiagnosedCervical17,NN,Feature_Ablation,sdohDiscriminationAtWork,sdohDiscriminationAtWork,0.005496454,0.005496454,0.017493734
cancerDiagnosedLung17,DT,SHAP,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.024084663,0.024084663,0.017480682
anginaDiagnosis17,NN,Saliency,sdohDateCompletedMonth,sdohDateCompletedMonth,0.015486224,0.015486224,0.017479339
highCholesterolDiagnosis17,NN,SHAP,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.024080351,0.024080351,0.017477553
adhdaddDiagnosis517,Ensemble,SHAP,sdohHowOftenThreatenedHarm,sdohHowOftenThreatenedHarm,0.024069082,0.024069082,0.017469374
cancerDiagnosis17,XGB,Permutation_Importance,sdohDiscriminationApplyingJobs,sdohDiscriminationApplyingJobs,0.003647267,0.003647267,0.017469256
cancerDiagnosedLymphomaNonhodgkins17,NN,Feature_Ablation,sdohDiscriminationStores,sdohDiscriminationStores,0.005484299,0.005484299,0.017455048
cancerDiagnosedColon17,NN,Saliency,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,-0.015462685,0.015462685,0.01745277
cancerDiagnosedCervical17,XGB,Permutation_Importance,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.003643617,0.003643617,0.017451774
cancerDiagnosedSkinnonmelano17,DT,SHAP,sdohMeetingsPerYear,sdohMeetingsPerYear,0.02403906,0.02403906,0.017447584
adhdaddDiagnosis517,Ensemble,Permutation_Importance,sdohHomeProblemMold,sdohHomeProblemMold,0.00364128,0.00364128,0.01744058
cancerDiagnosedOther17,NN,Integrated_Gradients,sdohLivedWithAlcoholic18,sdohLivedWithAlcoholic18,-0.019574273,0.019574273,0.017404966
anginaDiagnosis17,XGB,Permutation_Importance,sdohHowOftenChildHurt,sdohHowOftenChildHurt,0.00363244,0.00363244,0.017398239
asthmaDiagnosis,Ensemble,SHAP,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.02396686,0.02396686,0.017395181
cancerDiagnosedLymphomaNonhodgkins17,DT,LIME,#NAME?,#NAME?,0.013592828,0.013592828,0.017379326
cancerDiagnosedProstate17,Ensemble,Permutation_Importance,sdohHowOftenInsulted,sdohHowOftenInsulted,0.003626943,0.003626943,0.01737191
emphysemaDiagnosis17,Ensemble,SHAP,sdohPlacesForParksplay,sdohPlacesForParksplay,0.023926276,0.023926276,0.017365725
highCholesterolDiagnosis17,XGB,Permutation_Importance,sdoh12MosContactCollection,sdoh12MosContactCollection,0.00362523,0.00362523,0.017363706
diabetesDiagnosis,Ensemble,SHAP,sdohAffordableHousing,sdohAffordableHousing,0.023905013,0.023905013,0.017350292
strokeDiagnosis17,DT,Permutation_Importance,sdohHowOftenStress,sdohHowOftenStress,0.003621989,0.003621989,0.017348182
highCholesterolDiagnosis17,NN,Saliency,sdohHomeProblemPests,sdohHomeProblemPests,-0.01536482,0.01536482,0.01734231
cancerDiagnosedSkinnonmelano17,NN,Integrated_Gradients,sdohPlacesForParksplay,sdohPlacesForParksplay,-0.01949919,0.01949919,0.017338204
cancerDiagnosedskinunknownType17,XGB,LIME,#NAME?,#NAME?,-0.013559812,0.013559812,0.017337113
diabetesDiagnosis,NN,Saliency,sdohHomeProblemPests,sdohHomeProblemPests,0.015347815,0.015347815,0.017323116
anginaDiagnosis17,NN,Saliency,sdohLivedWithDrugs18,sdohLivedWithDrugs18,0.015340704,0.015340704,0.01731509
cancerDiagnosis17,Ensemble,LIME,#NAME?,#NAME?,-0.013537813,0.013537813,0.017308986
highCholesterolDiagnosis17,Ensemble,Permutation_Importance,sdoh12MosPayRentmortgLate,sdoh12MosPayRentmortgLate,0.003612982,0.003612982,0.017305042
typeOfArthritisDiagnosed17,DT,SHAP,sdohTelephoneOthersPerWeek,sdohTelephoneOthersPerWeek,0.023832053,0.023832053,0.017297338
cancerDiagnosedLymphomaNonhodgkins17,DT,SHAP,sdohCoverUnexpectedExpense,sdohCoverUnexpectedExpense,0.023825248,0.023825248,0.017292399
cancerDiagnosedskinunknownType17,Ensemble,Feature_Ablation,sdohPlacesForMedicalCare,sdohPlacesForMedicalCare,0.005427046,0.005427046,0.017272827
cancerDiagnosedBladder17,Ensemble,SHAP,sdohSeeOthersPerWeek,sdohSeeOthersPerWeek,0.023794877,0.023794877,0.017270355
cancerDiagnosis17,Ensemble,SHAP,sdohDiscriminationStores,sdohDiscriminationStores,0.023788886,0.023788886,0.017266007
strokeDiagnosis17,Ensemble,Feature_Ablation,sdohHowOftenScreamCurse,sdohHowOftenScreamCurse,0.005423791,0.005423791,0.017262467
asthmaDiagnosis,NN,Integrated_Gradients,sdohHowOftenForced,sdohHowOftenForced,0.019412769,0.019412769,0.017261361
arthritisDiagnosis17,DT,Feature_Ablation,sdohSatisfiedWithLife,sdohSatisfiedWithLife,0.005422243,0.005422243,0.01725754
arthritisDiagnosis17,Ensemble,Feature_Ablation,sdohHelpFromFamily,sdohHelpFromFamily,0.005422243,0.005422243,0.01725754
asthmaDiagnosis,NN,Integrated_Gradients,sdohHomeProblemPests,sdohHomeProblemPests,0.019404847,0.019404847,0.017254317
emphysemaDiagnosis17,Ensemble,Permutation_Importance,sdohHomeProblemPests,sdohHomeProblemPests,0.003598995,0.003598995,0.017238048
